Table Name,State Code,District Code,India/States,Division,Group,Class,NIC Name,Main Workers - Total -  Persons,Main Workers - Total - Males,Main Workers - Total - Females,Main Workers - Rural -  Persons,Main Workers - Rural - Males,Main Workers - Rural - Females,Main Workers - Urban -  Persons,Main Workers - Urban - Males,Main Workers - Urban - Females,Marginal Workers - Total -  Persons,Marginal Workers - Total - Males,Marginal Workers - Total - Females,Marginal Workers - Rural -  Persons,Marginal Workers - Rural - Males,Marginal Workers - Rural - Females,Marginal Workers - Urban -  Persons,Marginal Workers - Urban - Males,Marginal Workers - Urban - Females
B0118,`08,`130,District - Udaipur,`73,`731,`7310,Advertising,24,24,0,6,6,0,18,18,0,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`73,`732,`0000,Market research and public opinion polling,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`73,`732,`7320,Market research and public opinion polling,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`74,`000,`0000,"Other professional, scientific and technical activities",1146,1106,40,390,388,2,756,718,38,138,136,2,116,116,0,22,20,2
B0118,`08,`130,District - Udaipur,`74,`741,`0000,Specialized design activities,156,118,38,26,26,0,130,92,38,22,22,0,22,22,0,0,0,0
B0118,`08,`130,District - Udaipur,`74,`741,`7410,Specialized design activities,156,118,38,26,26,0,130,92,38,22,22,0,22,22,0,0,0,0
B0118,`08,`130,District - Udaipur,`74,`742,`0000,Photographic activities,912,912,0,342,342,0,570,570,0,114,114,0,94,94,0,20,20,0
B0118,`08,`130,District - Udaipur,`74,`742,`7420,Photographic activities,912,912,0,342,342,0,570,570,0,114,114,0,94,94,0,20,20,0
B0118,`08,`130,District - Udaipur,`74,`749,`0000,"Other professional, scientific and technical activities n.e.c.",78,76,2,22,20,2,56,56,0,2,0,2,0,0,0,2,0,2
B0118,`08,`130,District - Udaipur,`74,`749,`7490,"Other professional, scientific and technical activities n.e.c.",78,76,2,22,20,2,56,56,0,2,0,2,0,0,0,2,0,2
B0118,`08,`130,District - Udaipur,`75,`000,`0000,Veterinary activities,350,340,10,220,210,10,130,130,0,2,2,0,2,2,0,0,0,0
B0118,`08,`130,District - Udaipur,`75,`750,`0000,Veterinary activities,350,340,10,220,210,10,130,130,0,2,2,0,2,2,0,0,0,0
B0118,`08,`130,District - Udaipur,`75,`750,`7500,Veterinary activities,350,340,10,220,210,10,130,130,0,2,2,0,2,2,0,0,0,0
B0118,`08,`130,District - Udaipur,`77,`000,`0000,Rental and leasing activities,666,656,10,314,314,0,352,342,10,130,130,0,108,108,0,22,22,0
B0118,`08,`130,District - Udaipur,`77,`771,`0000,Renting and leasing of motor vehicles,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`77,`771,`7710,Renting and leasing of motor vehicles,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`77,`772,`0000,Renting and leasing of personal and household goods,642,632,10,298,298,0,344,334,10,130,130,0,108,108,0,22,22,0
B0118,`08,`130,District - Udaipur,`77,`772,`7729,Renting and leasing of other personal and household goods n.e.c.,642,632,10,298,298,0,344,334,10,130,130,0,108,108,0,22,22,0
B0118,`08,`130,District - Udaipur,`77,`773,`0000,"Renting and leasing of other machinery, equipment and tangible goods",16,16,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`77,`773,`7730,"Renting and leasing of other machinery, equipment and tangible goods",16,16,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`78,`000,`0000,Employment activities,138,124,14,82,72,10,56,52,4,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`78,`781,`0000,Activities of employment placement agencies,130,118,12,82,72,10,48,46,2,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`78,`781,`7810,Activities of employment placement agencies,130,118,12,82,72,10,48,46,2,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`78,`783,`0000,Human resources provision and management of human resources functions,8,6,2,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`78,`783,`7830,Human resources provision and management of human resources,8,6,2,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`79,`000,`0000,"Travel agency, tour operator and other reservation service activities",220,200,20,62,62,0,158,138,20,18,18,0,0,0,0,18,18,0
B0118,`08,`130,District - Udaipur,`79,`791,`0000,Travel agency and tour operator activities,206,186,20,56,56,0,150,130,20,18,18,0,0,0,0,18,18,0
B0118,`08,`130,District - Udaipur,`79,`791,`7911,Travel agency activities,128,120,8,48,48,0,80,72,8,18,18,0,0,0,0,18,18,0
B0118,`08,`130,District - Udaipur,`79,`791,`7912,Tour operator activities,78,66,12,8,8,0,70,58,12,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`79,`799,`0000,Other reservation service activities,14,14,0,6,6,0,8,8,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`79,`799,`7990,Other reservation service and related activities,14,14,0,6,6,0,8,8,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`80,`000,`0000,Security and investigation activities,842,824,18,366,364,2,476,460,16,74,72,2,44,44,0,30,28,2
B0118,`08,`130,District - Udaipur,`80,`801,`0000,Private security activities,694,678,16,304,302,2,390,376,14,60,60,0,32,32,0,28,28,0
B0118,`08,`130,District - Udaipur,`80,`801,`8010,Private security activities,694,678,16,304,302,2,390,376,14,60,60,0,32,32,0,28,28,0
B0118,`08,`130,District - Udaipur,`80,`802,`0000,Security systems service activities,148,146,2,62,62,0,86,84,2,14,12,2,12,12,0,2,0,2
B0118,`08,`130,District - Udaipur,`80,`802,`8020,Security systems service activities,148,146,2,62,62,0,86,84,2,14,12,2,12,12,0,2,0,2
B0118,`08,`130,District - Udaipur,`81,`000,`0000,Services to buildings and landscape activities,122,78,44,42,34,8,80,44,36,22,16,6,4,2,2,18,14,4
B0118,`08,`130,District - Udaipur,`81,`812,`0000,Cleaning activities,98,60,38,26,20,6,72,40,32,20,16,4,2,2,0,18,14,4
B0118,`08,`130,District - Udaipur,`81,`812,`8121,General cleaning of buildings,48,14,34,6,2,4,42,12,30,4,2,2,0,0,0,4,2,2
B0118,`08,`130,District - Udaipur,`81,`812,`8129,Other building and industrial cleaning activities,50,46,4,20,18,2,30,28,2,16,14,2,2,2,0,14,12,2
B0118,`08,`130,District - Udaipur,`81,`813,`0000,Landscape care and maintenance service activities,24,18,6,16,14,2,8,4,4,2,0,2,2,0,2,0,0,0
B0118,`08,`130,District - Udaipur,`81,`813,`8130,Landscape care and maintenance service activities,24,18,6,16,14,2,8,4,4,2,0,2,2,0,2,0,0,0
B0118,`08,`130,District - Udaipur,`82,`000,`0000,"Office administrative, office support and other business support activities",13574,12414,1160,3144,2972,172,10430,9442,988,824,758,66,436,430,6,388,328,60
B0118,`08,`130,District - Udaipur,`82,`821,`0000,Office administrative and support activities,524,474,50,106,100,6,418,374,44,34,28,6,16,16,0,18,12,6
B0118,`08,`130,District - Udaipur,`82,`821,`8211,Combined office administrative service activities,126,102,24,6,6,0,120,96,24,22,16,6,10,10,0,12,6,6
B0118,`08,`130,District - Udaipur,`82,`821,`8219,"Photocopying, document preparation and other specialized office",398,372,26,100,94,6,298,278,20,12,12,0,6,6,0,6,6,0
B0118,`08,`130,District - Udaipur,`82,`822,`0000,Activities of call centres,44,38,6,2,2,0,42,36,6,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`82,`822,`8220,Activities of call centres,44,38,6,2,2,0,42,36,6,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`82,`829,`0000,Business support service activities n.e.c.,13006,11902,1104,3036,2870,166,9970,9032,938,790,730,60,420,414,6,370,316,54
B0118,`08,`130,District - Udaipur,`82,`829,`8291,Activities of collection agencies and credit bureaus,118,100,18,36,36,0,82,64,18,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`82,`829,`8292,Packaging activities,116,84,32,46,38,8,70,46,24,8,8,0,2,2,0,6,6,0
B0118,`08,`130,District - Udaipur,`82,`829,`8299,Other business support service activities n.e.c.,12772,11718,1054,2954,2796,158,9818,8922,896,782,722,60,418,412,6,364,310,54
B0118,`08,`130,District - Udaipur,`84,`000,`0000,Public administration and defence; compulsory social security,18522,16440,2082,6810,6268,542,11712,10172,1540,546,434,112,342,290,52,204,144,60
B0118,`08,`130,District - Udaipur,`84,`841,`0000,Administration of the State and the economic and social policy of the,13430,11622,1808,4978,4486,492,8452,7136,1316,452,348,104,284,234,50,168,114,54
B0118,`08,`130,District - Udaipur,`84,`841,`8411,General public administration activities,13066,11364,1702,4872,4390,482,8194,6974,1220,438,334,104,272,222,50,166,112,54
B0118,`08,`130,District - Udaipur,`84,`841,`8412,"Regulation of the activities of providing health care, education, cultural",358,252,106,100,90,10,258,162,96,14,14,0,12,12,0,2,2,0
B0118,`08,`130,District - Udaipur,`84,`841,`8413,Regulation of and contribution to more efficient operation of,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`84,`842,`0000,Provision of services to the community as a whole,4234,4034,200,1446,1418,28,2788,2616,172,74,66,8,46,44,2,28,22,6
B0118,`08,`130,District - Udaipur,`84,`842,`8421,Foreign affairs,26,20,6,8,8,0,18,12,6,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`84,`842,`8422,Defence activities,2756,2624,132,770,754,16,1986,1870,116,34,34,0,26,26,0,8,8,0
B0118,`08,`130,District - Udaipur,`84,`842,`8423,Public order and safety activities,1452,1390,62,668,656,12,784,734,50,40,32,8,20,18,2,20,14,6
B0118,`08,`130,District - Udaipur,`84,`843,`0000,Compulsory social security activities,858,784,74,386,364,22,472,420,52,20,20,0,12,12,0,8,8,0
B0118,`08,`130,District - Udaipur,`84,`843,`8430,Compulsory social security activities,858,784,74,386,364,22,472,420,52,20,20,0,12,12,0,8,8,0
B0118,`08,`130,District - Udaipur,`85,`000,`0000,Education,30704,17868,12836,13290,9660,3630,17414,8208,9206,1600,826,774,962,616,346,638,210,428
B0118,`08,`130,District - Udaipur,`85,`851,`0000,Primary education,14768,7726,7042,7026,4998,2028,7742,2728,5014,770,424,346,444,304,140,326,120,206
B0118,`08,`130,District - Udaipur,`85,`851,`8510,Primary education,14768,7726,7042,7026,4998,2028,7742,2728,5014,770,424,346,444,304,140,326,120,206
B0118,`08,`130,District - Udaipur,`85,`852,`0000,Secondary education,6632,4058,2574,2880,2252,628,3752,1806,1946,234,120,114,156,106,50,78,14,64
B0118,`08,`130,District - Udaipur,`85,`852,`8521,General secondary education,6506,3972,2534,2844,2224,620,3662,1748,1914,228,120,108,156,106,50,72,14,58
B0118,`08,`130,District - Udaipur,`85,`852,`8522,Technical and vocational secondary education,126,86,40,36,28,8,90,58,32,6,0,6,0,0,0,6,0,6
B0118,`08,`130,District - Udaipur,`85,`853,`0000,Higher education,3128,2052,1076,614,504,110,2514,1548,966,52,46,6,34,34,0,18,12,6
B0118,`08,`130,District - Udaipur,`85,`853,`8530,Higher education,3128,2052,1076,614,504,110,2514,1548,966,52,46,6,34,34,0,18,12,6
B0118,`08,`130,District - Udaipur,`85,`854,`0000,Other education,914,640,274,266,222,44,648,418,230,204,116,88,96,76,20,108,40,68
B0118,`08,`130,District - Udaipur,`85,`854,`8541,Sports and recreation education,178,168,10,64,64,0,114,104,10,20,18,2,2,0,2,18,18,0
B0118,`08,`130,District - Udaipur,`85,`854,`8542,Cultural education,8,2,6,0,0,0,8,2,6,2,2,0,0,0,0,2,2,0
B0118,`08,`130,District - Udaipur,`85,`854,`8549,Other education n.e.c.,728,470,258,202,158,44,526,312,214,182,96,86,94,76,18,88,20,68
B0118,`08,`130,District - Udaipur,`85,`855,`0000,Educational support services,5262,3392,1870,2504,1684,820,2758,1708,1050,340,120,220,232,96,136,108,24,84
B0118,`08,`130,District - Udaipur,`85,`855,`8550,Educational support services,5262,3392,1870,2504,1684,820,2758,1708,1050,340,120,220,232,96,136,108,24,84
B0118,`08,`130,District - Udaipur,`86,`000,`0000,Human health activities,9902,4784,5118,4574,1734,2840,5328,3050,2278,434,162,272,288,116,172,146,46,100
B0118,`08,`130,District - Udaipur,`86,`861,`0000,Hospital activities,3462,2314,1148,1198,894,304,2264,1420,844,116,74,42,68,56,12,48,18,30
B0118,`08,`130,District - Udaipur,`86,`861,`8610,Hospital activities,3462,2314,1148,1198,894,304,2264,1420,844,116,74,42,68,56,12,48,18,30
B0118,`08,`130,District - Udaipur,`86,`862,`0000,Medical and dental practice activities,980,768,212,222,192,30,758,576,182,38,30,8,20,18,2,18,12,6
B0118,`08,`130,District - Udaipur,`86,`862,`8620,Medical and dental practice activities,980,768,212,222,192,30,758,576,182,38,30,8,20,18,2,18,12,6
B0118,`08,`130,District - Udaipur,`86,`869,`0000,Other human health activities,5460,1702,3758,3154,648,2506,2306,1054,1252,280,58,222,200,42,158,80,16,64
B0118,`08,`130,District - Udaipur,`86,`869,`8690,Other human health activities,5460,1702,3758,3154,648,2506,2306,1054,1252,280,58,222,200,42,158,80,16,64
B0118,`08,`130,District - Udaipur,`87,`000,`0000,Residential care activities,8,2,6,2,0,2,6,2,4,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`87,`871,`0000,Nursing care facilities,8,2,6,2,0,2,6,2,4,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`87,`871,`8710,Nursing care facilities,8,2,6,2,0,2,6,2,4,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`88,`000,`0000,Social work activities without accommodation,1578,374,1204,1158,194,964,420,180,240,68,20,48,60,20,40,8,0,8
B0118,`08,`130,District - Udaipur,`88,`881,`0000,Social work activities without accommodation for the elderly and disabled,278,94,184,172,36,136,106,58,48,12,0,12,6,0,6,6,0,6
B0118,`08,`130,District - Udaipur,`88,`881,`8810,Social work activities without accommodation for the elderly and,278,94,184,172,36,136,106,58,48,12,0,12,6,0,6,6,0,6
B0118,`08,`130,District - Udaipur,`88,`889,`0000,Other social work activities without accommodation n.e.c.,1300,280,1020,986,158,828,314,122,192,56,20,36,54,20,34,2,0,2
B0118,`08,`130,District - Udaipur,`88,`889,`8890,Other social work activities without accommodation n.e.c.,1300,280,1020,986,158,828,314,122,192,56,20,36,54,20,34,2,0,2
B0118,`08,`130,District - Udaipur,`90,`000,`0000,"Creative, arts and entertainment activities",2328,2136,192,844,760,84,1484,1376,108,864,714,150,668,540,128,196,174,22
B0118,`08,`130,District - Udaipur,`90,`900,`0000,"Creative, arts and entertainment activities",2328,2136,192,844,760,84,1484,1376,108,864,714,150,668,540,128,196,174,22
B0118,`08,`130,District - Udaipur,`90,`900,`9000,"Dramatic arts, music and other arts activities",2328,2136,192,844,760,84,1484,1376,108,864,714,150,668,540,128,196,174,22
B0118,`08,`130,District - Udaipur,`91,`000,`0000,"Libraries, archives, museums and other cultural activities",188,158,30,40,38,2,148,120,28,14,12,2,4,2,2,10,10,0
B0118,`08,`130,District - Udaipur,`91,`910,`0000,"Libraries, archives, museums and other cultural activities",188,158,30,40,38,2,148,120,28,14,12,2,4,2,2,10,10,0
B0118,`08,`130,District - Udaipur,`91,`910,`9101,Library and archives activities,52,38,14,12,12,0,40,26,14,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`91,`910,`9102,Museums activities and operation of historical sites and buildings,82,68,14,0,0,0,82,68,14,10,10,0,0,0,0,10,10,0
B0118,`08,`130,District - Udaipur,`91,`910,`9103,Botanical and zoological gardens and nature reserves activities,54,52,2,28,26,2,26,26,0,4,2,2,4,2,2,0,0,0
B0118,`08,`130,District - Udaipur,`92,`000,`0000,Gambling and betting activities,26,20,6,18,12,6,8,8,0,12,6,6,12,6,6,0,0,0
B0118,`08,`130,District - Udaipur,`92,`920,`0000,Gambling and betting activities,26,20,6,18,12,6,8,8,0,12,6,6,12,6,6,0,0,0
B0118,`08,`130,District - Udaipur,`92,`920,`9200,Gambling and betting activities,26,20,6,18,12,6,8,8,0,12,6,6,12,6,6,0,0,0
B0118,`08,`130,District - Udaipur,`93,`000,`0000,Sports activities and amusement and recreation activities,232,168,64,140,92,48,92,76,16,126,94,32,102,82,20,24,12,12
B0118,`08,`130,District - Udaipur,`93,`931,`0000,Sports activities,24,24,0,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`93,`931,`9311,Operation of sports facilities,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`93,`931,`9312,Activities of sports clubs,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`93,`931,`9319,Other sports activities,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`93,`932,`0000,Other amusement and recreation activities,208,144,64,128,80,48,80,64,16,126,94,32,102,82,20,24,12,12
B0118,`08,`130,District - Udaipur,`93,`932,`9329,Other amusement and recreation activities n.e.c.,208,144,64,128,80,48,80,64,16,126,94,32,102,82,20,24,12,12
B0118,`08,`130,District - Udaipur,`94,`000,`0000,Activities of membership organizations,1978,1734,244,1118,986,132,860,748,112,398,344,54,358,320,38,40,24,16
B0118,`08,`130,District - Udaipur,`94,`941,`0000,"Activities of business, employers and professional membership",60,60,0,38,38,0,22,22,0,2,0,2,0,0,0,2,0,2
B0118,`08,`130,District - Udaipur,`94,`941,`9411,Activities of business and employers membership organizations,52,52,0,30,30,0,22,22,0,2,0,2,0,0,0,2,0,2
B0118,`08,`130,District - Udaipur,`94,`941,`9412,Activities of professional membership organizations,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`94,`942,`0000,Activities of trade unions,48,32,16,44,32,12,4,0,4,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`94,`942,`9420,Activities of trade unions,48,32,16,44,32,12,4,0,4,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`94,`949,`0000,Activities of other membership organizations,1870,1642,228,1036,916,120,834,726,108,390,338,52,352,314,38,38,24,14
B0118,`08,`130,District - Udaipur,`94,`949,`9491,Activities of religious organizations,1516,1382,134,776,736,40,740,646,94,308,286,22,270,262,8,38,24,14
B0118,`08,`130,District - Udaipur,`94,`949,`9492,Activities of political organizations,282,198,84,220,148,72,62,50,12,76,46,30,76,46,30,0,0,0
B0118,`08,`130,District - Udaipur,`94,`949,`9499,Activities of other membership organizations n.e.c.,72,62,10,40,32,8,32,30,2,6,6,0,6,6,0,0,0,0
B0118,`08,`130,District - Udaipur,`95,`000,`0000,Repair of computers and personal and household goods,3478,3192,286,1264,1152,112,2214,2040,174,392,322,70,242,196,46,150,126,24
B0118,`08,`130,District - Udaipur,`95,`951,`0000,Repair of computers and communication equipment,486,458,28,102,102,0,384,356,28,46,46,0,26,26,0,20,20,0
B0118,`08,`130,District - Udaipur,`95,`951,`9511,Repair of computers and peripheral equipment,380,354,26,58,58,0,322,296,26,32,32,0,18,18,0,14,14,0
B0118,`08,`130,District - Udaipur,`95,`951,`9512,Repair of communication equipment,106,104,2,44,44,0,62,60,2,14,14,0,8,8,0,6,6,0
B0118,`08,`130,District - Udaipur,`95,`952,`0000,Repair of personal and household goods,2992,2734,258,1162,1050,112,1830,1684,146,346,276,70,216,170,46,130,106,24
B0118,`08,`130,District - Udaipur,`95,`952,`9521,Repair of consumer electronics,554,506,48,230,210,20,324,296,28,78,48,30,28,10,18,50,38,12
B0118,`08,`130,District - Udaipur,`95,`952,`9522,Repair of household appliances and home and garden equipment,450,394,56,136,108,28,314,286,28,100,80,20,56,48,8,44,32,12
B0118,`08,`130,District - Udaipur,`95,`952,`9523,Repair of footwear and leather goods,156,142,14,84,78,6,72,64,8,30,30,0,24,24,0,6,6,0
B0118,`08,`130,District - Udaipur,`95,`952,`9524,Repair of furniture and home furnishings,28,28,0,12,12,0,16,16,0,6,6,0,0,0,0,6,6,0
B0118,`08,`130,District - Udaipur,`95,`952,`9529,"Repair of personal and household goods, n.e.c.",1804,1664,140,700,642,58,1104,1022,82,132,112,20,108,88,20,24,24,0
B0118,`08,`130,District - Udaipur,`96,`000,`0000,Other personal service activities,7100,5380,1720,3408,3038,370,3692,2342,1350,1698,1170,528,1314,1010,304,384,160,224
B0118,`08,`130,District - Udaipur,`96,`960,`0000,Other personal service activities,7100,5380,1720,3408,3038,370,3692,2342,1350,1698,1170,528,1314,1010,304,384,160,224
B0118,`08,`130,District - Udaipur,`96,`960,`9601,Washing and (dry-) cleaning of textile and fur products,1102,750,352,204,128,76,898,622,276,80,24,56,30,14,16,50,10,40
B0118,`08,`130,District - Udaipur,`96,`960,`9602,Hairdressing and other beauty treatment,3046,2530,516,1688,1600,88,1358,930,428,324,256,68,252,220,32,72,36,36
B0118,`08,`130,District - Udaipur,`96,`960,`9603,Funeral and related activities,8,6,2,2,0,2,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`130,District - Udaipur,`96,`960,`9609,Other personal service activities n.e.c.,2944,2094,850,1514,1310,204,1430,784,646,1294,890,404,1032,776,256,262,114,148
B0118,`08,`130,District - Udaipur,`97,`000,`0000,Activities of households as employers of domestic personnel,3600,2148,1452,2236,1760,476,1364,388,976,1410,562,848,1072,512,560,338,50,288
